<?xml version="1.0" encoding="utf-8"?>
<!-- Level表示一个关卡 ， table表示一个敌人， 敌人属性分别是：哪一波 、种类、生命值、 等待出现间隔（秒)、 掉多少钱、 移动速度、特殊物品掉落几率（0.1表示十分之一概率以下都是这种形式）掉落物品的编号 给玩家造成的伤害 体型比例默认是1倍
        <table wave="6" enemyType="B" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="5" shapeFactor="1.95"/>
        <table wave="6" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="B" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="E" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="F" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="A" hp="36000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="7" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.5" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="F" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="1" shapeFactor="1.935"/>
        <table wave="7" enemyType="A" hp="36000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="7" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="2" shapeFactor="1.935"/>
        <table wave="7" enemyType="G" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="2" shapeFactor="1.935"/>
        <table wave="7" enemyType="F" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="7" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="7" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="7" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="7" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="B" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="E" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="F" hp="37000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="A" hp="36000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="8" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.5" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="F" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="1" shapeFactor="1.935"/>
        <table wave="8" enemyType="A" hp="36000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="8" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="2" shapeFactor="1.935"/>
        <table wave="8" enemyType="G" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.55" dropRate="0.008" dropProp="6" demage="2" shapeFactor="1.935"/>
        <table wave="8" enemyType="F" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="8" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="1.95"/>
        <table wave="8" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="8" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="2" shapeFactor="1.935"/>
        <table wave="8" enemyType="F" hp="307000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="5" shapeFactor="3.935"/>
    </level>
    <level initialMoney="7000" maxTowerIndex="3">
        <table wave="1" enemyType="B" hp="30000" wait="0.35" loseMoney="180" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="C" hp="30000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="A" hp="10000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="A" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="C" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="C" hp="13000" wait="0.35" loseMoney="180" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="C" hp="15000" wait="0.35" loseMoney="180" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="F" hp="16000" wait="0.35" loseMoney="180" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="D" hp="11000" wait="0.35" loseMoney="180" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="1" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="C" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="22000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="25000" wait="0.35" loseMoney="300" moveSpeed="0.51" dropRate="0.008" dropProp="1" demage="2" shapeFactor="1.35"/>
        <table wave="2" enemyType="E" hp="25000" wait="0.35" loseMoney="300" moveSpeed="0.51" dropRate="0.008" dropProp="1" demage="2" shapeFactor="1.35"/>
        <table wave="2" enemyType="F" hp="25000" wait="0.35" loseMoney="300" moveSpeed="0.51" dropRate="0.008" dropProp="1" demage="2" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="25000" wait="0.35" loseMoney="300" moveSpeed="0.51" dropRate="0.008" dropProp="1" demage="2" shapeFactor="1.35"/>
        <table wave="2" enemyType="B" hp="25000" wait="0.35" loseMoney="300" moveSpeed="0.51" dropRate="0.008" dropProp="1" demage="2" shapeFactor="1.35"/>
        <table wave="2" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="G" hp="31000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="2" enemyType="G" hp="301000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="3.35"/>
        <table wave="3" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="5" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="A" hp="10000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="A" hp="40000" wait="0.35" loseMoney="100" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="B" hp="12000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="B" hp="22000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="B" hp="42000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="C" hp="42000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="B" hp="12000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="B" hp="22000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="D" hp="42000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="B" hp="42000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="B" hp="42000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="B" hp="42000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="3" enemyType="G" hp="41000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="3" enemyType="G" hp="41000" wait="0.35" loseMoney="180" moveSpeed="0.6" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.35"/>
        <table wave="4" enemyType="A" hp="36000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.5" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.5" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="4" enemyType="A" hp="56000" wait="0.35" loseMoney="350" moveSpeed="0.5" dropRate="0.008" dropProp="3" demage="1" shapeFactor="2.5"/>
        <table wave="5" enemyType="E" hp="12000" wait="0.35" loseMoney="400" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="5" enemyType="A" hp="16000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="2" shapeFactor="2.5"/>
        <table wave="5" enemyType="B" hp="17000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="5" enemyType="E" hp="17000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="5" enemyType="E" hp="57000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="5" enemyType="E" hp="57000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="5" enemyType="E" hp="57000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="5" enemyType="E" hp="57000" wait="0.35" loseMoney="450" moveSpeed="0.41" dropRate="0.008" dropProp="0" demage="1" shapeFactor="1.35"/>
        <table wave="6" enemyType="E" hp="22000" wait="0.35" loseMoney="350" moveSpeed="0.49" dropRate="0.008" dropProp="2" demage="1" shapeFactor="1.65"/>
        <table wave="6" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="2" shapeFactor="1.95"/>
        <table wave="6" enemyType="B" hp="27000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.35" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="2" shapeFactor="1.95"/>
        <table wave="6" enemyType="B" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="2" shapeFactor="1.95"/>
        <table wave="6" enemyType="B" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="27000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="A" hp="26000" wait="0.35" loseMoney="350" moveSpeed="0.42" dropRate="0.008" dropProp="3" demage="5" shapeFactor="1.95"/>
        <table wave="6" enemyType="B" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="37000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
        <table wave="6" enemyType="E" hp="57000" wait="0.41" loseMoney="250" moveSpeed="0.41" dropRate="0.008" dropProp="4" demage="1" shapeFactor="1.935"/>
